TIME,Cp[0]:1,Cp[1]:1,Cp[2]:1,Cp[3]:1,Cp[4]:1,Cp[5]:1,Cp[6]:1,Cp[7]:1,Cp[8]:1,Cp[9]:1,Cp[10]:1,Cp[11]:1,Cp[12]:1,Cp[13]:1,Cp[14]:1,Cp[15]:1,Cp[16]:1,Cp[17]:1,Cp[18]:1,Cp[19]:1,Cp[20]:1
11.8,0.06010582,0.05163879,0.05484358,0.06514294,0.05682159,0.04333628,0.0474009,0.05164887,0.05033032,0.0517678,0.0543115,0.04953365,0.04553804,0.04603171,0.05737606,0.0603997,0.05015384,0.0475065,0.06401804,0.05306592,0.04516216
11.82,0.05836142,0.06236261,0.05922704,0.0516167,0.05789508,0.05592957,0.05071383,0.05321919,0.05022804,0.0576794,0.05305385,0.05477479,0.05689544,0.05944629,0.06066738,0.05970237,0.04727952,0.04768941,0.04876779,0.04796655,0.05314634
11.84,0.04448418,0.06231116,0.04768437,0.05572616,0.04709516,0.04498578,0.05162139,0.04290816,0.05521776,0.05178885,0.05358547,0.05661823,0.06123783,0.05691187,0.04983348,0.04727029,0.05457675,0.06331338,0.06009752,0.0565532,0.04568455
11.86,0.05069245,0.04853029,0.04633343,0.05733475,0.0612121,0.05467712,0.05545411,0.06426033,0.04886473,0.06240357,0.05153951,0.05348274,0.04598147,0.04827913,0.04650929,0.05360015,0.05202587,0.04521455,0.05164372,0.05859095,0.05341128
11.88,0.05697266,0.04728314,0.04550318,0.05372227,0.05748379,0.05621201,0.04690047,0.05507341,0.04713559,0.05718998,0.04517419,0.04970626,0.06090545,0.06789166,0.05750725,0.05405299,0.06387756,0.04833291,0.05657312,0.05202361,0.05813762
11.9,0.0596094,0.05547958,0.05553908,0.05455879,0.05548876,0.04578219,0.05878959,0.03877863,0.06021004,0.05179387,0.05341068,0.04860732,0.05018868,0.05658171,0.04388738,0.05551248,0.04731052,0.04954663,0.05948905,0.06176808,0.06044414
11.92,0.05736987,0.05385111,0.04909766,0.06019331,0.0552361,0.05218309,0.05286688,0.05618079,0.05835001,0.05685701,0.05359782,0.03947373,0.04134782,0.04597995,0.05011152,0.0524361,0.04210704,0.04875418,0.05132904,0.05459566,0.05084642
11.94,0.05602485,0.05126716,0.05027727,0.04959083,0.06105196,0.05108537,0.04419746,0.05499184,0.04581662,0.05540742,0.05449985,0.04338228,0.05479455,0.04452715,0.0507759,0.06026081,0.04665849,0.05305153,0.04984397,0.04197906,0.04614444
11.96,0.04869409,0.04742182,0.0478378,0.04699438,0.05155595,0.05091185,0.05230614,0.05005414,0.04930545,0.04149277,0.05063567,0.04150529,0.04432013,0.0421658,0.0502904,0.04799901,0.06034909,0.04798934,0.05298483,0.04643779,0.05390602
11.98,0.05913184,0.04634426,0.04587082,0.05104497,0.04917988,0.04567334,0.05131698,0.05097985,0.04805691,0.04520413,0.05281414,0.05079482,0.05641947,0.05104535,0.05143895,0.04815281,0.05346965,0.04788163,0.03938914,0.05326487,0.0545755
12,0.03940746,0.03995536,0.04620405,0.04469687,0.05336865,0.04456685,0.05387457,0.05762701,0.04787714,0.04450091,0.04722636,0.0516595,0.05320061,0.04448477,0.05672636,0.04740026,0.05671251,0.05065104,0.05006396,0.0508997,0.05763769
12.02,0.03979121,0.05255683,0.04881544,0.04388717,0.05007784,0.05298019,0.05036097,0.04869667,0.04526443,0.0428927,0.05910156,0.05459137,0.04320052,0.04752578,0.05035892,0.046668,0.04631762,0.0580672,0.05036119,0.04641695,0.04928412
12.04,0.0471337,0.04991047,0.04517309,0.04502022,0.04801413,0.05022531,0.04502685,0.049116,0.044853,0.04461848,0.05377971,0.05769857,0.04530973,0.03975149,0.04298316,0.04407169,0.04118225,0.0504759,0.0531848,0.05047242,0.05534284
12.06,0.05252255,0.04121152,0.0491117,0.04303995,0.05618461,0.04827851,0.06010904,0.03483531,0.04377696,0.04551078,0.04777954,0.05303164,0.04785057,0.04155556,0.04475531,0.04820811,0.04915357,0.04559115,0.05368125,0.04753822,0.04376847
12.08,0.05405303,0.05355407,0.0348111,0.04317076,0.0372746,0.04905333,0.04968648,0.04482321,0.0460671,0.05365565,0.04671342,0.04494728,0.05129714,0.04818816,0.04684922,0.04754929,0.04667874,0.04814529,0.05273531,0.05224328,0.05176639
12.1,0.04556322,0.04530119,0.04418432,0.05265801,0.04130105,0.04336011,0.04157187,0.04494961,0.05017437,0.04651584,0.04197115,0.04624755,0.05159447,0.04017871,0.05450096,0.04745975,0.04416818,0.04938649,0.04085441,0.04638167,0.04325447
12.12,0.04036317,0.04062349,0.0478393,0.04365799,0.05300485,0.05149714,0.04502315,0.04197823,0.04286368,0.04562938,0.04509595,0.04424712,0.04778884,0.05537851,0.04467132,0.04818756,0.05026138,0.04406541,0.04778204,0.04249273,0.05188814
12.14,0.05232767,0.04532831,0.0417207,0.05400106,0.04546363,0.04840645,0.04199244,0.04644426,0.0562836,0.04436274,0.04861407,0.0401685,0.04432971,0.03831029,0.05206946,0.04580237,0.03556352,0.03610507,0.04403563,0.04102927,0.05060922
12.16,0.04366676,0.03947709,0.05037511,0.04092252,0.04025219,0.04242128,0.04312109,0.043839,0.04397495,0.04498553,0.03795217,0.04707768,0.05234957,0.03836685,0.04661812,0.04458916,0.05129907,0.04751371,0.0458116,0.04471151,0.04854011
12.18,0.04650234,0.04315256,0.04737595,0.039788,0.05112683,0.04462643,0.03976111,0.04554892,0.04450066,0.04324743,0.04515487,0.03753943,0.04984702,0.03906309,0.04131264,0.04487196,0.04390866,0.04670487,0.0521456,0.04194821,0.04236188
12.2,0.03789993,0.04548244,0.04743077,0.05476485,0.04874195,0.04515667,0.04064521,0.04682434,0.0387633,0.04786194,0.05064575,0.04655916,0.04647908,0.0509533,0.04309774,0.04197437,0.0485411,0.04251091,0.03646367,0.0432314,0.03950361
12.22,0.03017812,0.0414565,0.05154996,0.05243103,0.03442312,0.04689222,0.04277265,0.04273698,0.0433562,0.04603025,0.03942238,0.03907568,0.04305168,0.04222958,0.04792871,0.04945038,0.04410368,0.03988619,0.04605661,0.04094439,0.05410318
12.24,0.03432661,0.04065835,0.03540046,0.04327869,0.04279149,0.04340351,0.03976277,0.046358,0.04871222,0.04511031,0.04969543,0.0331212,0.04708221,0.0469799,0.03558642,0.05114908,0.04140478,0.04161754,0.04535748,0.04559087,0.03494177
12.26,0.04110945,0.03589004,0.0368421,0.0477148,0.04107011,0.04091811,0.05364684,0.04291914,0.03620507,0.06014774,0.04019533,0.03340284,0.03729994,0.05017266,0.04456241,0.04215191,0.04299623,0.04160373,0.04724209,0.04426515,0.04909918
12.28,0.03859017,0.04446401,0.03435265,0.04714561,0.04817359,0.04714645,0.04398877,0.04284377,0.03980828,0.04135134,0.0388751,0.04985671,0.03480247,0.03903744,0.0393129,0.03814634,0.04340224,0.04028217,0.04310976,0.03886937,0.04105479
12.3,0.04304817,0.04969089,0.03867693,0.04862852,0.0362439,0.04038993,0.0464856,0.04981893,0.04352065,0.04512355,0.03973209,0.04798815,0.04032103,0.03795561,0.04389547,0.04652249,0.03725844,0.0422532,0.03508889,0.05163416,0.0360199
12.32,0.0456417,0.03783475,0.04661499,0.03743181,0.03992594,0.04836461,0.04618321,0.0382537,0.05604355,0.04995032,0.0462352,0.0458288,0.04529682,0.04208889,0.03807474,0.03727309,0.03612732,0.04312264,0.03482581,0.04585835,0.03871203
12.34,0.04985107,0.03714987,0.04231487,0.04126578,0.04375319,0.03183234,0.04057589,0.04433173,0.03810095,0.04205469,0.0451845,0.04122903,0.04442223,0.04208041,0.04739631,0.04221404,0.04378476,0.03919457,0.0476201,0.03657159,0.03763035
12.36,0.03870678,0.04115371,0.04484267,0.04276589,0.04237073,0.03847743,0.04272439,0.03955203,0.04554401,0.04203591,0.04304344,0.04391303,0.04127553,0.0378813,0.04443017,0.04082811,0.04283704,0.03931385,0.04206254,0.04313823,0.03747884
12.38,0.04581248,0.04322289,0.03878951,0.04120365,0.04423574,0.03635697,0.04421878,0.03484403,0.04324202,0.03362759,0.04042325,0.04165256,0.03723424,0.04453151,0.03409198,0.042107,0.03998968,0.04089091,0.04628511,0.03792546,0.04002465
12.4,0.03826462,0.04688472,0.03869078,0.04011703,0.04918313,0.04101394,0.04193237,0.03215209,0.04302987,0.03762197,0.03759883,0.03961057,0.04188528,0.02963537,0.03621776,0.03874214,0.04710759,0.03611382,0.04756492,0.04304903,0.04911598
12.42,0.04370521,0.03915324,0.03443719,0.04931484,0.03690203,0.04004727,0.04478428,0.04308567,0.03340472,0.04540907,0.03763198,0.03316398,0.04157257,0.0452422,0.03425337,0.04453049,0.04233428,0.04033375,0.04502818,0.04099947,0.0397548
12.44,0.04342316,0.03777074,0.03764007,0.04095255,0.03717316,0.04584095,0.04495932,0.04058318,0.03992933,0.04110102,0.03909657,0.0425787,0.03257474,0.04401823,0.03869402,0.0358396,0.04059744,0.03693086,0.03567081,0.03554476,0.04454695
12.46,0.04619904,0.03832487,0.03914492,0.03972754,0.03200495,0.04090796,0.03963613,0.03601846,0.03870661,0.03948913,0.03618264,0.04207299,0.03322095,0.04048674,0.03444859,0.040132,0.04122045,0.02981436,0.03665323,0.03738108,0.03448489
12.48,0.0448445,0.04239565,0.03903928,0.03689404,0.02958484,0.03688752,0.03977836,0.04038668,0.03750811,0.0439872,0.03660108,0.03857104,0.04160865,0.0398528,0.03585648,0.03506194,0.04552617,0.03779932,0.03015109,0.04718667,0.03405371
12.5,0.04368759,0.04143896,0.03898245,0.03685947,0.04161162,0.03976481,0.03929538,0.03659489,0.0369674,0.03432048,0.03786633,0.04319046,0.03520893,0.03759543,0.04027258,0.03473453,0.03527909,0.0397258,0.0376123,0.03604614,0.03769922
12.52,0.03306916,0.03675389,0.03761283,0.03109279,0.03924615,0.03566694,0.03762023,0.03725056,0.04603241,0.03677373,0.04073222,0.03727645,0.03703198,0.0386832,0.0395008,0.0346808,0.04270773,0.0338778,0.04571046,0.03746058,0.0388557
12.54,0.03820796,0.03533446,0.03675649,0.03311845,0.03791412,0.03596463,0.02895603,0.04010084,0.03429836,0.03944079,0.04296115,0.03937129,0.04758894,0.03628454,0.03437304,0.04017105,0.03434176,0.03887804,0.03274685,0.03812651,0.04000255
12.56,0.04040739,0.04005724,0.04355988,0.04180203,0.034111,0.04247671,0.04141962,0.04209725,0.03847426,0.03675928,0.04427768,0.03349449,0.03647958,0.0318408,0.03616308,0.03646222,0.03558577,0.03331792,0.03902676,0.03263476,0.03504875
12.58,0.04507446,0.03604567,0.04385921,0.03890893,0.03793986,0.04217107,0.03765908,0.03737736,0.0381767,0.03725935,0.04015021,0.02860799,0.03589692,0.03906581,0.02927677,0.03717258,0.03710329,0.0432294,0.04585396,0.03740924,0.03806243
12.6,0.0362964,0.03201618,0.0405144,0.03415735,0.03798599,0.03470518,0.03280791,0.03401631,0.03235745,0.03591898,0.03259928,0.03266171,0.03604973,0.03741958,0.03995041,0.03673109,0.03477133,0.04067046,0.03932704,0.03027023,0.03366823
12.62,0.03849676,0.02989955,0.03513607,0.02826984,0.03529815,0.0406377,0.03627357,0.03463269,0.03738168,0.03625665,0.0355636,0.04182533,0.03444534,0.03555448,0.03070291,0.03037824,0.02876416,0.03858936,0.03586145,0.0313483,0.03491988
12.64,0.03783807,0.03495409,0.03824087,0.03685045,0.03933422,0.02977041,0.02975683,0.03603502,0.03455063,0.03796551,0.04058186,0.04100552,0.03827669,0.0351627,0.03198921,0.03618034,0.03809611,0.03087177,0.03726911,0.03601452,0.02960539
12.66,0.03372647,0.03851123,0.03047097,0.03150598,0.03536065,0.03695576,0.03031712,0.03132038,0.03415383,0.03283047,0.02870005,0.03014828,0.03530978,0.03958501,0.04060591,0.03047685,0.03612815,0.02729684,0.04258576,0.04416726,0.03804487
12.68,0.03994774,0.03652111,0.03204402,0.03191294,0.03270185,0.03041476,0.034902,0.03638501,0.03372041,0.02939894,0.03185718,0.03213997,0.0372348,0.03298287,0.03415763,0.03567608,0.03947363,0.03452026,0.03321633,0.03662197,0.03671527
12.7,0.0372137,0.03293004,0.03436592,0.03103203,0.03086007,0.03499285,0.03778532,0.0320941,0.04230789,0.03735798,0.02956106,0.03357025,0.03292007,0.02944501,0.03426078,0.04055898,0.03163948,0.03738593,0.03393361,0.03701325,0.03231444
12.72,0.03164842,0.03326326,0.03163882,0.03157847,0.0287161,0.03976649,0.03941974,0.03852963,0.03792555,0.03468229,0.03281458,0.02752865,0.0337589,0.03755783,0.02628486,0.03115672,0.03156462,0.03777478,0.03672942,0.02876975,0.03091865
12.74,0.03800225,0.03448318,0.03445079,0.02664601,0.03217586,0.02744992,0.03465903,0.02847996,0.03356348,0.0364832,0.03069862,0.03423348,0.03293563,0.03621405,0.03971063,0.03236584,0.03321265,0.03627854,0.03497984,0.04148837,0.03303681
12.76,0.03669034,0.03614067,0.02833661,0.02721838,0.02853587,0.03481922,0.03279924,0.04153,0.0306157,0.03259832,0.03059975,0.03903751,0.0351369,0.03380524,0.03486289,0.02976582,0.0328707,0.03518176,0.03247571,0.03846928,0.0360179
12.78,0.03478838,0.03820306,0.03642028,0.03809744,0.03159016,0.03547103,0.03425082,0.03480444,0.02857855,0.03671018,0.02939776,0.03529857,0.03068532,0.03032319,0.03406357,0.04018184,0.03503857,0.03603238,0.03855057,0.03865152,0.03360973
12.8,0.03506667,0.03507827,0.03644266,0.03050298,0.03140869,0.03549312,0.03607665,0.03524509,0.03497505,0.03797159,0.02843841,0.02912245,0.02500232,0.03772734,0.02836502,0.0355572,0.02377556,0.03108781,0.03404195,0.03044495,0.03165887
12.82,0.03198261,0.03425927,0.03762582,0.03312421,0.03869446,0.03403601,0.03327446,0.03711506,0.03843898,0.03090626,0.03226666,0.03356826,0.03427339,0.03090591,0.03318723,0.02945319,0.03102286,0.02678645,0.0321682,0.0300409,0.035279
12.84,0.03499479,0.03291628,0.03520587,0.03465888,0.0341786,0.03221654,0.03932442,0.03363919,0.03001377,0.03505461,0.03875441,0.02754333,0.03879648,0.02681732,0.03336216,0.03253046,0.03083753,0.03292071,0.0352581,0.03690513,0.03550327
12.86,0.03096671,0.02879445,0.02249156,0.03365243,0.03086223,0.03996,0.02873908,0.03068531,0.03253648,0.03242452,0.03924775,0.03382126,0.03540338,0.03698477,0.03698338,0.03135577,0.03488246,0.03054305,0.02975891,0.03052654,0.03393119
12.88,0.03125014,0.02806304,0.03382048,0.03210586,0.03041576,0.03395071,0.03092011,0.03311811,0.03464843,0.03005382,0.03121613,0.03336681,0.03610282,0.03403563,0.02931071,0.02892177,0.03405406,0.03029042,0.03013641,0.03075552,0.02932445
12.9,0.03750617,0.02788374,0.03488988,0.02884397,0.03387978,0.03627829,0.0367944,0.02903754,0.02602662,0.03036391,0.0337862,0.03215109,0.03196284,0.03660822,0.03519166,0.03329781,0.03203854,0.030108,0.02780306,0.02356267,0.03191894
12.92,0.02539217,0.02703944,0.03294681,0.03305389,0.02880317,0.03262173,0.03571535,0.03606767,0.03198227,0.02901511,0.02609539,0.03199775,0.02518491,0.03058219,0.02816379,0.03058374,0.03335663,0.02972409,0.03650743,0.03147502,0.02946887
12.94,0.03079815,0.03079838,0.02737385,0.03734343,0.03435081,0.02517635,0.04204633,0.03234496,0.02924857,0.03349977,0.03145307,0.02994875,0.03009683,0.02587752,0.03041948,0.03057146,0.02826935,0.03433883,0.02896038,0.02696126,0.02933963
12.96,0.03247359,0.03140906,0.03134227,0.03226495,0.02920145,0.0323211,0.02806791,0.03631849,0.03020418,0.03161505,0.03235796,0.03359497,0.03648155,0.03457637,0.03008659,0.02617198,0.02928872,0.03439428,0.03070757,0.02850477,0.03485474
12.98,0.03426977,0.02978261,0.03516648,0.02954791,0.03217319,0.03508975,0.03167022,0.02821927,0.03300753,0.03550792,0.03456388,0.02562284,0.03137173,0.03209002,0.02978626,0.03000017,0.02597995,0.03190308,0.02690743,0.03571887,0.03811865
13,0.03226095,0.02756888,0.03252027,0.02882718,0.02889431,0.0300887,0.02856975,0.03052443,0.0271948,0.03279837,0.03069086,0.02785365,0.03053309,0.03289016,0.02499617,0.02733831,0.02654842,0.03074177,0.03004438,0.03281262,0.02386057
13.02,0.02852398,0.0334678,0.03396824,0.02879548,0.02966069,0.0300408,0.02948868,0.03262449,0.02962783,0.02701428,0.02777607,0.02963432,0.02680671,0.0340098,0.02951794,0.0333844,0.02394903,0.02744332,0.02717039,0.02739545,0.02982173
13.04,0.03180217,0.03110806,0.03367989,0.0314905,0.03103291,0.020435,0.02507391,0.02841726,0.02852596,0.03204722,0.02991716,0.02900384,0.02837854,0.0282179,0.02704831,0.02932999,0.03175408,0.03368801,0.02798166,0.0308804,0.02648388
13.06,0.03663295,0.0297488,0.02957294,0.02541034,0.02684703,0.02266611,0.02686758,0.02616384,0.02474532,0.03127202,0.02805075,0.02514053,0.02533449,0.02988351,0.03266722,0.03058383,0.02858013,0.03278597,0.03060246,0.03062647,0.02828709
13.08,0.029588,0.02340439,0.0306631,0.026337,0.02889126,0.03172621,0.0241044,0.03265949,0.02757977,0.02908009,0.02534979,0.03165595,0.02569684,0.02387361,0.02760508,0.03093786,0.02464718,0.03061661,0.02954001,0.02247344,0.02130662
13.1,0.0255153,0.03366558,0.03218013,0.02882389,0.02907782,0.02993741,0.02960387,0.03076952,0.02518704,0.02729619,0.03323906,0.02794133,0.02741212,0.02771198,0.03325697,0.02373163,0.02752214,0.03004822,0.02357051,0.02679573,0.03160901
13.12,0.02773647,0.0267704,0.02316001,0.02836513,0.02950941,0.03004908,0.02504874,0.02725661,0.02824995,0.0264964,0.03072069,0.02787262,0.02806652,0.02605005,0.02942924,0.02635181,0.03154164,0.03135472,0.02886986,0.02448797,0.0266574
13.14,0.0310551,0.02194279,0.02785711,0.02942381,0.0238496,0.02793615,0.0247528,0.02602579,0.02814543,0.02182985,0.03165909,0.02358669,0.02671218,0.02758765,0.03018986,0.02517857,0.02687123,0.03174126,0.02949668,0.02644023,0.02666424
13.16,0.02851101,0.02894854,0.02890883,0.03249514,0.02813637,0.02485662,0.0297928,0.02573255,0.03256924,0.02468806,0.02900178,0.0284133,0.02687315,0.02540892,0.03474913,0.03310106,0.02517708,0.03021557,0.0274646,0.02472562,0.02876892
13.18,0.02443142,0.0256768,0.02110828,0.02370632,0.03172136,0.02384931,0.02367169,0.02617883,0.03135129,0.03135245,0.02526261,0.02694782,0.0256384,0.02782427,0.02902659,0.02922414,0.0256325,0.02408213,0.02468745,0.02484656,0.02759436
13.2,0.0261941,0.02879479,0.02823418,0.02793781,0.02480748,0.02948874,0.02321064,0.02819861,0.02373968,0.02790337,0.03022432,0.02788332,0.02853109,0.02930993,0.02982928,0.02843913,0.03022072,0.03132947,0.02923254,0.02856481,0.03031226
13.22,0.02286208,0.0254186,0.02530834,0.02640267,0.02508487,0.02215583,0.02472726,0.02352172,0.02776951,0.02420729,0.02396629,0.02608627,0.02515905,0.02555578,0.02830975,0.02843578,0.02489441,0.02689253,0.02507967,0.0308011,0.02716204
13.24,0.02294864,0.02899819,0.02477149,0.02304982,0.02866227,0.02557295,0.026887,0.02746043,0.02824534,0.02642135,0.02694155,0.02717221,0.03117981,0.02482405,0.02442661,0.02848014,0.02711164,0.02549963,0.03051215,0.02626779,0.02638913
13.26,0.0303388,0.02803432,0.02535414,0.02654959,0.0305819,0.02739772,0.03089941,0.02570528,0.02632071,0.02335242,0.03334873,0.02609088,0.02863402,0.02689792,0.03205029,0.02259877,0.02571902,0.02800545,0.02502847,0.03041654,0.02821249
13.28,0.02425,0.02688513,0.02807285,0.02590468,0.02740866,0.02486325,0.02484578,0.026591,0.02508597,0.02156561,0.02522732,0.0237573,0.02968595,0.026664,0.02161211,0.02902805,0.02739479,0.02336671,0.02874014,0.02639755,0.02865693
13.3,0.02207997,0.0264528,0.02569407,0.02847285,0.02632501,0.02721383,0.02834453,0.02497906,0.02308772,0.02227878,0.02730763,0.03176336,0.02773238,0.02463086,0.02195281,0.02702215,0.02536747,0.02480752,0.02957233,0.02590564,0.02679297
13.32,0.02185377,0.02548231,0.02576993,0.02850879,0.02547208,0.02440002,0.02163191,0.02744994,0.02641689,0.02786269,0.0271842,0.02774464,0.02718418,0.02440881,0.02857372,0.02705504,0.02367746,0.02535983,0.02400827,0.02771724,0.02533848
13.34,0.0247059,0.02281882,0.02348111,0.02624956,0.02339975,0.03004157,0.02456986,0.02213467,0.0242951,0.02525656,0.02473201,0.0208223,0.02967423,0.02236452,0.02274776,0.0226241,0.02248398,0.02035688,0.02165575,0.02341398,0.02743344
13.36,0.0254203,0.02680129,0.02557732,0.02162136,0.02510702,0.02558885,0.02684582,0.02265902,0.02543202,0.02891394,0.0268843,0.02371704,0.02070679,0.02690805,0.02368531,0.02376803,0.02673782,0.02821465,0.02061842,0.02436859,0.02469589
13.38,0.02615701,0.02305401,0.02025573,0.02339144,0.02891319,0.02671132,0.02698248,0.0295975,0.02463859,0.02328165,0.02370606,0.02108606,0.02161092,0.02299089,0.02577452,0.02399475,0.01947904,0.02476576,0.02515462,0.02729111,0.0214335
13.4,0.02755996,0.02318106,0.0257494,0.02275005,0.02402152,0.02674584,0.02735909,0.02917037,0.02718539,0.02485252,0.02242217,0.02386494,0.02067681,0.02404286,0.02610454,0.02612247,0.02409844,0.02197797,0.02433385,0.02142639,0.02002224
13.42,0.02139221,0.02539327,0.02430366,0.03002333,0.02694722,0.02584053,0.02262564,0.02478876,0.02083889,0.02595152,0.02122875,0.02824853,0.02257573,0.02436303,0.0240239,0.02424547,0.02387671,0.02308859,0.02305441,0.02163642,0.02728616
13.44,0.02501387,0.02806625,0.02281646,0.02580512,0.01869814,0.02297293,0.0228489,0.02190905,0.02264886,0.0229991,0.0251184,0.0212393,0.02351924,0.02220917,0.02875769,0.02768342,0.0227664,0.02224376,0.0254504,0.02503565,0.02239729
13.46,0.02448938,0.02244438,0.0260624,0.02149123,0.02943742,0.02479664,0.02338281,0.02791157,0.0260806,0.02627375,0.02699255,0.0208773,0.02597692,0.02658677,0.02156419,0.0251407,0.02371387,0.02504024,0.02748071,0.02243815,0.02805579
13.48,0.02462023,0.02213409,0.02140287,0.02154974,0.0249927,0.02504616,0.0205805,0.02504873,0.0242977,0.02047263,0.02077586,0.02508476,0.02065348,0.02403733,0.0181315,0.02374418,0.02019274,0.02035692,0.02133871,0.02041696,0.02369109
13.5,0.02058775,0.02215567,0.02367881,0.02491845,0.02645066,0.02618695,0.02433959,0.01992754,0.02481884,0.0270433,0.02439293,0.0221309,0.02696765,0.02246681,0.02499777,0.02479285,0.02416843,0.02278707,0.0240381,0.02244562,0.02519234
13.52,0.02629846,0.02161454,0.02439008,0.02488769,0.02678694,0.02534419,0.01878864,0.02211818,0.02105478,0.02316142,0.02282668,0.02511441,0.02012841,0.02618136,0.02354313,0.02293682,0.02578617,0.02170568,0.02459359,0.02326558,0.02405815
13.54,0.02309331,0.02255202,0.02147617,0.02280587,0.02043769,0.02435549,0.02241007,0.02092991,0.02246264,0.02442151,0.0230279,0.01992535,0.02555619,0.02269208,0.02360658,0.02200072,0.02011806,0.020628,0.02030712,0.02289947,0.02571389
13.56,0.02309929,0.01931809,0.02513364,0.02193375,0.02134109,0.02346722,0.02153962,0.01946982,0.02787669,0.02411445,0.02108161,0.02013107,0.02277602,0.02032187,0.0228027,0.02576605,0.02303675,0.02137476,0.01732607,0.02258005,0.02310368
13.58,0.01994076,0.01972344,0.02045515,0.02295573,0.02106826,0.02037256,0.02069516,0.0210677,0.02200124,0.02183666,0.0178836,0.02217107,0.02731895,0.02349809,0.02101849,0.0236351,0.02483223,0.02242927,0.02572314,0.01838685,0.02278694
13.6,0.02203979,0.01727285,0.02379643,0.02480208,0.02237944,0.02472882,0.01939831,0.02208573,0.01577319,0.02187844,0.0212586,0.02001894,0.02339522,0.0240461,0.02319763,0.02557192,0.02021529,0.02220843,0.02209397,0.0218325,0.02256154
13.62,0.02309347,0.02303709,0.02018858,0.02545726,0.02022054,0.01789363,0.01948039,0.01676519,0.0188223,0.02518579,0.02192143,0.02109686,0.02275559,0.02278314,0.02324309,0.02210905,0.02535969,0.01862695,0.02113388,0.02194578,0.02291521
13.64,0.02433598,0.0220416,0.01720128,0.01926078,0.02186341,0.02371155,0.02169873,0.02614906,0.02187956,0.02385895,0.0225611,0.01941242,0.02152733,0.02075106,0.02254072,0.02352339,0.02375086,0.0246623,0.02372652,0.02149585,0.02319684
13.66,0.01542751,0.02191798,0.01765519,0.02120251,0.01618335,0.02310142,0.02393675,0.02010097,0.02128814,0.02600036,0.02116037,0.02088642,0.01751799,0.02481031,0.02212143,0.02047565,0.02061862,0.02098505,0.01820619,0.0232934,0.02183165
13.68,0.02072215,0.02031169,0.0186152,0.0227243,0.01900162,0.02021715,0.0207179,0.01948815,0.01993449,0.02434167,0.01865778,0.0254298,0.02055249,0.02332184,0.02227159,0.01952929,0.02346259,0.02105833,0.0231944,0.024828,0.0214378
13.7,0.01758682,0.02076647,0.01811302,0.01811351,0.02319161,0.02253714,0.02063198,0.01854925,0.02443543,0.02223524,0.0234121,0.02308618,0.02037112,0.0196129,0.01931975,0.02388999,0.02085329,0.02281808,0.02279217,0.02073504,0.02334066
13.72,0.02336609,0.02333088,0.0209522,0.02161139,0.01836535,0.01917296,0.01784861,0.02154346,0.02086675,0.01965977,0.02209316,0.02060599,0.02248748,0.02287413,0.02253082,0.02251696,0.0239934,0.02390312,0.01726386,0.0202817,0.02389529
13.74,0.02335143,0.02362309,0.02446308,0.02348999,0.02189225,0.01799641,0.02009187,0.01778065,0.02007662,0.02040705,0.02080579,0.0182784,0.01750417,0.01952427,0.01702454,0.01814621,0.02014773,0.01848916,0.02110363,0.02159835,0.02052595
13.76,0.01930574,0.02261101,0.01961381,0.01952619,0.01734252,0.02118138,0.01681019,0.02151941,0.02396642,0.0204834,0.0184195,0.02278265,0.02160393,0.01946013,0.01825549,0.02392108,0.01946496,0.02018276,0.0229101,0.01889301,0.01951893
13.78,0.01932177,0.01840158,0.01947347,0.02022997,0.01986144,0.02086256,0.0203989,0.01911045,0.01697844,0.01725908,0.02224697,0.02093062,0.01994525,0.02144189,0.01811173,0.02265368,0.01997335,0.0188049,0.02002267,0.01816249,0.01450626
13.8,0.02420195,0.0201597,0.02105404,0.02223443,0.01911432,0.02008172,0.02148997,0.0235775,0.02136959,0.02229746,0.0163063,0.01824288,0.02435776,0.01857523,0.02147851,0.02347306,0.02256778,0.02252966,0.0204193,0.02085236,0.02222304
13.82,0.01973521,0.02033206,0.02205375,0.02314375,0.02119512,0.02188184,0.02142678,0.01898362,0.02275779,0.01987882,0.01671382,0.01923416,0.01944416,0.01751176,0.02320253,0.02117859,0.01972624,0.01950905,0.02636838,0.0207548,0.01965922
13.84,0.02345295,0.02005178,0.01712847,0.01638171,0.02001951,0.01845704,0.01958932,0.02241889,0.01771379,0.01898276,0.01970723,0.01485668,0.02093605,0.01846662,0.01908692,0.02257783,0.02086769,0.0173648,0.02008201,0.02339285,0.02053665
13.86,0.02023378,0.01478231,0.01719514,0.01926147,0.02271188,0.01695478,0.01808571,0.01791122,0.01675469,0.02122737,0.02194347,0.01808981,0.01823264,0.01993956,0.0191601,0.01994713,0.0208364,0.0206513,0.02039481,0.01942202,0.02005223
13.88,0.01723097,0.01994798,0.01814393,0.01950127,0.02049402,0.01789184,0.02089934,0.01883714,0.01869147,0.0209906,0.01852595,0.01790878,0.02119319,0.017765,0.02070308,0.01588102,0.01777831,0.0213484,0.02147702,0.02024277,0.01942521
13.9,0.01706628,0.01887345,0.0197592,0.01984694,0.01822332,0.01603292,0.0174388,0.01832258,0.01869369,0.01935487,0.01906529,0.01806287,0.02103332,0.02077316,0.02066418,0.01706273,0.02014518,0.02285647,0.01802535,0.01764559,0.01758521
